1	Mein	meine	A	PPOSAT	_|_|Sg	2	det	198	198
2	Lebtag	Lebtag	N	NN	_|_|Sg	3	obja	199	199
3	hab	hab	V	VAFIN	1|Sg|_|_	0	root	_	_
4	'	'	$	$(	_	0	root	_	_
5	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	198	198
6	so	so	A	ADV	_	3	adv	_	_
7	was	was	P	PWS	Neut|_|Sg	0	root	_	_
8	nicht	nicht	P	PTKNEG	_	9	adv	_	_
9	gekannt	kennen	V	VVPP	_	0	root	_	_
10	...	...	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	25	25
2	Steffi	Steffi	N	NE	Fem|Nom|Sg	3	subj	25	25
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	jetzt	jetzt	A	ADV	_	3	adv	_	_
5	gemütlich	gemütlich	A	ADJD	Pos|	3	pred	_	_
6	in	in	P	APPR	Dat	3	pp	_	_
7	der	die	A	ART	Def|Fem|Dat|Sg	8	det	86	86
8	Gartenbaugesellschaft	Gartenbaugesellschaft	N	NN	Fem|Dat|Sg	6	pn	86	86
9	;	;	$	$.	_	0	root	_	_
10	dann	dann	A	ADV	_	11	adv	_	_
11	geht	gehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
12	sie	sie	P	PPER	3|Sg|Fem|Nom	11	subj	25	25
13	mit	mit	P	APPR	Dat	11	pp	_	_
14	»	»	$	$(	_	0	root	_	_
15	ihm	er	P	PPER	3|Sg|_|Dat	13	pn	199	199
16	«	«	$	$(	_	0	root	_	_
17	nach	nach	P	APPR	Dat	11	pp	_	_
18	Haus	Haus	N	NN	Neut|Dat|Sg	17	pn	200	200
19	...	...	$	$.	_	0	root	_	_

1	Nichts	nichts	P	PIS	_	0	root	_	_
2	liegt	liegen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	mir	ich	P	PPER	1|Sg|_|Dat	2	objd	198	198
4	d	d	N	NN	_|Nom|Sg	2	subj	201	201
5	'	'	$	$(	_	0	root	201	201
6	ran	ran	A	ADV	_	4	adv	201	201
7	,	,	$	$,	_	0	root	201	201
8	gar	gar	A	ADV	_	9	adv	201	201
9	nichts	nichts	P	PIS	_|Nom|Sg	4	kon	201	201
10	!	!	$	$.	_	0	root	_	_

1	Hübsche	hübsch	A	ADJA	Pos|Fem|Nom|Sg|_|	2	attr	202	202
2	Einrichtung	Einrichtung	N	NN	Fem|Nom|Sg	3	subj	202	202
3	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	sie	sie	P	PPER	3|_|_|_	3	obja	201	201
5	-	-	$	$(	_	0	root	_	_
6	das	die	A	ART	Def|Neut|_|Sg	8	det	_	_
7	kleine	klein	A	ADJA	Pos|Neut|_|Sg|Wk|	8	attr	_	_
8	Badezimmer	Badezimmer	N	NN	Neut|_|Sg	0	root	_	_
9	mit	mit	P	APPR	Dat	8	pp	_	_
10	der	die	A	ART	Def|Fem|Dat|Sg	12	det	_	_
11	roten	rot	A	ADJA	Pos|Fem|Dat|Sg|Wk|	12	attr	_	_
12	Latern	Latern	N	NN	Fem|Dat|Sg	9	pn	_	_
13	'	'	$	$(	_	0	root	_	_
14	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Wie	Wie	P	PWAV	_	9	adv	_	_
