Feature,Value
words per sent,41.44
LIX,56.40138996138996
# words,2072
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.4433872502378687
adjectives,2.16
nouns,6.54
verbs,6.64
pronouns,10.08
particles,10.3
punctuation marks,5.6
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.58
aux verbs,1.5
full verbs,4.2
split verbs,0.32
nominative,1.78
accusative,3.02
dative,2.4
genitive,0.16
gen modifiers,0.08
prep with gen,0.06
all genitives,0.16
accusative obj,2.4
dative obj,0.82
genitive obj,0.02
prepositional obj,0.6
acc+dat obj,3.22
gen+prep obj,0.62
present forms,0.34
past forms,2.44
perfect forms,0.0
pqp forms,0.08
perfect+pqp forms,0.34
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.08
all futur forms,0.0
subj 1 forms,0.98
subj 2 forms,0.12
subj 2 aux forms,0.46
ind speech,0.04
irrealis mode,0.06
all subj forms,1.56
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.12
superlative,0.12
comp+superlative,0.24
conjunctions,0.84
subjunctions,0.54
relative clauses,0.76
participial clauses pres,0.0
participial clauses past,0.04
all participial clauses,0.04
negations,0.7
question words,0.2
question marks,0.0
subj/pred inversions,1.44
placeholder 'es',0.02
'brauchen' constr,0.0
'lassen' constr,0.02
'brauchen'+'lassen' constr,0.02
causal,59.2
concessive,5.7
conditional,92.04
consecutive,0.02
final,8.18
interrogative,3.14
modal,30.36
other,139.88
temporal,110.76
A1 features,5
A1 features summed,2.64
A2 features,9
A2 features summed,155.78000000000003
B1 features,6
B1 features summed,120.4
level features (all),48
level features (all) summed,74.86000000000004
