Feature,Value
words per sent,27.16
LIX,42.47664212076583
# words,1358
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.4494238156209987
adjectives,1.8
nouns,4.24
verbs,4.6
pronouns,6.18
particles,5.8
punctuation marks,4.48
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.26
aux verbs,1.3
full verbs,2.82
split verbs,0.22
nominative,1.42
accusative,1.7
dative,1.38
genitive,0.12
gen modifiers,0.12
prep with gen,0.0
all genitives,0.12
accusative obj,1.48
dative obj,0.34
genitive obj,0.0
prepositional obj,0.12
acc+dat obj,1.82
gen+prep obj,0.12
present forms,1.0
past forms,0.94
perfect forms,0.04
pqp forms,0.12
perfect+pqp forms,0.4
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.16
all futur forms,0.0
subj 1 forms,0.38
subj 2 forms,0.08
subj 2 aux forms,0.16
ind speech,0.04
irrealis mode,0.04
all subj forms,0.62
imperatives,0.06
passive voice,0.0
passive with agens,0.0
comparative,0.2
superlative,0.02
comp+superlative,0.22
conjunctions,0.52
subjunctions,0.24
relative clauses,0.48
participial clauses pres,0.0
participial clauses past,0.02
all participial clauses,0.02
negations,0.24
question words,0.22
question marks,0.02
subj/pred inversions,1.04
placeholder 'es',0.06
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,61.04
concessive,5.9
conditional,104.82
consecutive,0.06
final,8.58
interrogative,3.38
modal,31.74
other,146.6
temporal,116.92
A1 features,8
A1 features summed,1.58
A2 features,9
A2 features summed,167.79999999999998
B1 features,5
B1 features summed,126.74000000000001
level features (all),47
level features (all) summed,47.78
