Feature,Value
words per sent,31.08
LIX,49.41976833976834
# words,1554
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5017381228273464
adjectives,1.88
nouns,4.98
verbs,5.3
pronouns,6.84
particles,7.02
punctuation marks,4.92
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.38
aux verbs,1.46
full verbs,3.34
split verbs,0.28
nominative,1.5
accusative,1.72
dative,1.52
genitive,0.32
gen modifiers,0.18
prep with gen,0.04
all genitives,0.28
accusative obj,1.44
dative obj,0.42
genitive obj,0.06
prepositional obj,0.3
acc+dat obj,1.86
gen+prep obj,0.36
present forms,0.82
past forms,1.26
perfect forms,0.04
pqp forms,0.06
perfect+pqp forms,0.3
past aux forms,0.06
futur 1 forms,0.0
futur 2 forms,0.1
all futur forms,0.06
subj 1 forms,0.64
subj 2 forms,0.06
subj 2 aux forms,0.36
ind speech,0.04
irrealis mode,0.0
all subj forms,1.06
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.12
superlative,0.06
comp+superlative,0.18
conjunctions,0.52
subjunctions,0.42
relative clauses,0.28
participial clauses pres,0.02
participial clauses past,0.06
all participial clauses,0.08
negations,0.32
question words,0.3
question marks,0.02
subj/pred inversions,0.78
placeholder 'es',0.04
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,61.64
concessive,6.08
conditional,110.12
consecutive,0.06
final,8.76
interrogative,3.5
modal,32.42
other,148.82
temporal,119.28
A1 features,8
A1 features summed,1.92
A2 features,9
A2 features summed,174.46000000000004
B1 features,6
B1 features summed,129.26
level features (all),50
level features (all) summed,54.46000000000001
