Feature,Value
words per sent,45.44
LIX,63.705845070422534
# words,2272
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.46515270164447925
adjectives,3.28
nouns,7.66
verbs,7.5
pronouns,10.34
particles,9.86
punctuation marks,6.68
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.4
aux verbs,1.88
full verbs,5.04
split verbs,0.24
nominative,2.58
accusative,2.74
dative,2.32
genitive,0.42
gen modifiers,0.36
prep with gen,0.02
all genitives,0.38
accusative obj,2.18
dative obj,0.56
genitive obj,0.0
prepositional obj,0.32
acc+dat obj,2.74
gen+prep obj,0.32
present forms,0.96
past forms,2.0
perfect forms,0.0
pqp forms,0.24
perfect+pqp forms,0.66
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.24
all futur forms,0.0
subj 1 forms,0.6
subj 2 forms,0.1
subj 2 aux forms,0.2
ind speech,0.08
irrealis mode,0.02
all subj forms,0.9
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.14
superlative,0.12
comp+superlative,0.26
conjunctions,0.7
subjunctions,0.56
relative clauses,0.92
participial clauses pres,0.0
participial clauses past,0.08
all participial clauses,0.08
negations,0.5
question words,0.46
question marks,0.0
subj/pred inversions,1.2
placeholder 'es',0.06
'brauchen' constr,0.0
'lassen' constr,0.02
'brauchen'+'lassen' constr,0.02
causal,59.6
concessive,5.78
conditional,95.92
consecutive,0.06
final,8.3
interrogative,3.18
modal,30.82
other,142.08
temporal,112.68
A1 features,5
A1 features summed,2.3
A2 features,9
A2 features summed,159.16000000000003
B1 features,5
B1 features summed,122.62
level features (all),47
level features (all) summed,78.93999999999997
