Feature,Value
words per sent,19.06
LIX,38.36745015739769
# words,953
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5487179487179488
adjectives,1.24
nouns,3.58
verbs,2.6
pronouns,3.6
particles,4.28
punctuation marks,3.48
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.06
aux verbs,0.64
full verbs,1.9
split verbs,0.2
nominative,1.04
accusative,0.82
dative,0.98
genitive,0.26
gen modifiers,0.2
prep with gen,0.0
all genitives,0.2
accusative obj,0.6
dative obj,0.18
genitive obj,0.0
prepositional obj,0.12
acc+dat obj,0.78
gen+prep obj,0.12
present forms,0.2
past forms,0.82
perfect forms,0.0
pqp forms,0.2
perfect+pqp forms,0.44
past aux forms,0.02
futur 1 forms,0.0
futur 2 forms,0.2
all futur forms,0.02
subj 1 forms,0.06
subj 2 forms,0.0
subj 2 aux forms,0.06
ind speech,0.0
irrealis mode,0.0
all subj forms,0.12
imperatives,0.04
passive voice,0.0
passive with agens,0.0
comparative,0.1
superlative,0.02
comp+superlative,0.12
conjunctions,0.28
subjunctions,0.16
relative clauses,0.36
participial clauses pres,0.0
participial clauses past,0.02
all participial clauses,0.02
negations,0.12
question words,0.14
question marks,0.04
subj/pred inversions,0.42
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,104.72
concessive,12.06
conditional,206.9
consecutive,7.62
final,14.86
interrogative,6.16
modal,51.9
other,246.36
temporal,206.4
A1 features,8
A1 features summed,0.9000000000000001
A2 features,9
A2 features summed,320.72
B1 features,5
B1 features summed,232.60000000000002
level features (all),44
level features (all) summed,30.860000000000003
