Feature,Value
words per sent,16.34
LIX,33.35346389228886
# words,817
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5115384615384615
adjectives,1.16
nouns,2.5
verbs,2.02
pronouns,3.18
particles,3.88
punctuation marks,3.56
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.1
aux verbs,0.46
full verbs,1.44
split verbs,0.06
nominative,0.74
accusative,0.82
dative,0.5
genitive,0.06
gen modifiers,0.04
prep with gen,0.0
all genitives,0.04
accusative obj,0.5
dative obj,0.16
genitive obj,0.0
prepositional obj,0.12
acc+dat obj,0.66
gen+prep obj,0.12
present forms,0.66
past forms,0.64
perfect forms,0.06
pqp forms,0.02
perfect+pqp forms,0.1
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.08
all futur forms,0.0
subj 1 forms,0.02
subj 2 forms,0.0
subj 2 aux forms,0.02
ind speech,0.0
irrealis mode,0.0
all subj forms,0.04
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.08
superlative,0.04
comp+superlative,0.12
conjunctions,0.26
subjunctions,0.12
relative clauses,0.28
participial clauses pres,0.06
participial clauses past,0.0
all participial clauses,0.06
negations,0.14
question words,0.12
question marks,0.04
subj/pred inversions,0.48
placeholder 'es',0.04
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,102.96
concessive,11.92
conditional,203.42
consecutive,7.62
final,14.84
interrogative,6.1
modal,51.52
other,243.74
temporal,203.38
A1 features,7
A1 features summed,0.78
A2 features,9
A2 features summed,315.06
B1 features,5
B1 features summed,229.29999999999998
level features (all),43
level features (all) summed,25.599999999999994
