Feature,Value
words per sent,25.88
LIX,41.9541885625966
# words,1294
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5006858710562414
adjectives,1.82
nouns,4.2
verbs,3.76
pronouns,6.12
particles,5.76
punctuation marks,4.22
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.06
aux verbs,0.92
full verbs,2.72
split verbs,0.24
nominative,0.98
accusative,1.36
dative,1.3
genitive,0.54
gen modifiers,0.5
prep with gen,0.0
all genitives,0.5
accusative obj,0.92
dative obj,0.24
genitive obj,0.0
prepositional obj,0.42
acc+dat obj,1.16
gen+prep obj,0.42
present forms,0.18
past forms,1.38
perfect forms,0.0
pqp forms,0.34
perfect+pqp forms,0.62
past aux forms,0.02
futur 1 forms,0.0
futur 2 forms,0.34
all futur forms,0.02
subj 1 forms,0.06
subj 2 forms,0.0
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.06
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.08
superlative,0.04
comp+superlative,0.12
conjunctions,0.34
subjunctions,0.1
relative clauses,0.42
participial clauses pres,0.0
participial clauses past,0.08
all participial clauses,0.08
negations,0.2
question words,0.18
question marks,0.02
subj/pred inversions,0.82
placeholder 'es',0.02
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,11.78
concessive,1.24
conditional,17.06
consecutive,0.02
final,0.84
interrogative,0.96
modal,9.02
other,21.3
temporal,16.08
A1 features,7
A1 features summed,1.06
A2 features,8
A2 features summed,31.479999999999997
B1 features,5
B1 features summed,18.72
level features (all),43
level features (all) summed,43.68000000000003
