Feature,Value
words per sent,29.24
LIX,44.561477428180574
# words,1462
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5148883374689827
adjectives,2.02
nouns,5.28
verbs,3.94
pronouns,7.16
particles,6.84
punctuation marks,3.98
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.08
aux verbs,0.74
full verbs,3.08
split verbs,0.24
nominative,1.54
accusative,1.56
dative,1.66
genitive,0.6
gen modifiers,0.46
prep with gen,0.04
all genitives,0.5
accusative obj,0.9
dative obj,0.32
genitive obj,0.0
prepositional obj,0.28
acc+dat obj,1.22
gen+prep obj,0.28
present forms,0.48
past forms,1.66
perfect forms,0.06
pqp forms,0.2
perfect+pqp forms,0.34
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.26
all futur forms,0.0
subj 1 forms,0.06
subj 2 forms,0.0
subj 2 aux forms,0.06
ind speech,0.0
irrealis mode,0.0
all subj forms,0.12
imperatives,0.02
passive voice,0.02
passive with agens,0.02
comparative,0.04
superlative,0.0
comp+superlative,0.04
conjunctions,0.48
subjunctions,0.32
relative clauses,0.2
participial clauses pres,0.0
participial clauses past,0.08
all participial clauses,0.08
negations,0.22
question words,0.22
question marks,0.02
subj/pred inversions,0.84
placeholder 'es',0.06
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,16.46
concessive,1.9
conditional,22.8
consecutive,0.02
final,1.3
interrogative,1.08
modal,12.46
other,32.56
temporal,26.06
A1 features,8
A1 features summed,1.34
A2 features,9
A2 features summed,42.10000000000001
B1 features,7
B1 features summed,29.299999999999997
level features (all),46
level features (all) summed,48.62000000000001
