Feature,Value
words per sent,21.9
LIX,37.790410958904104
# words,1095
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5062695924764891
adjectives,1.34
nouns,3.32
verbs,3.26
pronouns,5.06
particles,4.98
punctuation marks,3.94
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.1
aux verbs,0.7
full verbs,2.44
split verbs,0.1
nominative,0.74
accusative,1.22
dative,1.1
genitive,0.28
gen modifiers,0.24
prep with gen,0.02
all genitives,0.26
accusative obj,0.92
dative obj,0.14
genitive obj,0.0
prepositional obj,0.1
acc+dat obj,1.06
gen+prep obj,0.1
present forms,0.48
past forms,1.32
perfect forms,0.1
pqp forms,0.14
perfect+pqp forms,0.34
past aux forms,0.02
futur 1 forms,0.0
futur 2 forms,0.24
all futur forms,0.02
subj 1 forms,0.04
subj 2 forms,0.0
subj 2 aux forms,0.02
ind speech,0.0
irrealis mode,0.0
all subj forms,0.06
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.02
superlative,0.02
comp+superlative,0.04
conjunctions,0.34
subjunctions,0.18
relative clauses,0.14
participial clauses pres,0.0
participial clauses past,0.06
all participial clauses,0.06
negations,0.18
question words,0.12
question marks,0.02
subj/pred inversions,0.82
placeholder 'es',0.02
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,15.1
concessive,1.6
conditional,21.28
consecutive,0.02
final,1.18
interrogative,1.04
modal,11.46
other,29.32
temporal,22.88
A1 features,8
A1 features summed,0.98
A2 features,9
A2 features summed,38.24000000000001
B1 features,5
B1 features summed,25.68
level features (all),46
level features (all) summed,36.22000000000004
