Feature,Value
words per sent,26.08
LIX,39.65361963190184
# words,1304
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.44754316069057104
adjectives,1.46
nouns,4.16
verbs,4.08
pronouns,5.94
particles,5.66
punctuation marks,4.74
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.18
aux verbs,0.7
full verbs,3.1
split verbs,0.24
nominative,1.4
accusative,1.58
dative,0.98
genitive,0.34
gen modifiers,0.16
prep with gen,0.06
all genitives,0.26
accusative obj,1.12
dative obj,0.16
genitive obj,0.04
prepositional obj,0.38
acc+dat obj,1.28
gen+prep obj,0.42
present forms,0.54
past forms,1.84
perfect forms,0.02
pqp forms,0.14
perfect+pqp forms,0.24
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.16
all futur forms,0.0
subj 1 forms,0.22
subj 2 forms,0.0
subj 2 aux forms,0.04
ind speech,0.04
irrealis mode,0.0
all subj forms,0.26
imperatives,0.04
passive voice,0.02
passive with agens,0.0
comparative,0.06
superlative,0.0
comp+superlative,0.06
conjunctions,0.6
subjunctions,0.16
relative clauses,0.38
participial clauses pres,0.02
participial clauses past,0.02
all participial clauses,0.04
negations,0.2
question words,0.16
question marks,0.02
subj/pred inversions,0.92
placeholder 'es',0.04
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,13.36
concessive,1.42
conditional,18.88
consecutive,0.02
final,0.98
interrogative,1.0
modal,10.3
other,24.58
temporal,19.14
A1 features,8
A1 features summed,1.46
A2 features,9
A2 features summed,34.9
B1 features,7
B1 features summed,22.02
level features (all),48
level features (all) summed,44.68000000000001
