Feature,Value
words per sent,28.92
LIX,47.246417704011066
# words,1446
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5372405372405372
adjectives,2.44
nouns,4.48
verbs,4.32
pronouns,6.7
particles,6.64
punctuation marks,4.28
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.14
aux verbs,1.08
full verbs,3.0
split verbs,0.28
nominative,1.08
accusative,1.72
dative,1.34
genitive,0.58
gen modifiers,0.5
prep with gen,0.02
all genitives,0.54
accusative obj,1.2
dative obj,0.22
genitive obj,0.02
prepositional obj,0.3
acc+dat obj,1.42
gen+prep obj,0.32
present forms,0.28
past forms,1.42
perfect forms,0.04
pqp forms,0.38
perfect+pqp forms,0.74
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.42
all futur forms,0.0
subj 1 forms,0.1
subj 2 forms,0.0
subj 2 aux forms,0.04
ind speech,0.02
irrealis mode,0.0
all subj forms,0.14
imperatives,0.02
passive voice,0.0
passive with agens,0.0
comparative,0.08
superlative,0.0
comp+superlative,0.08
conjunctions,0.38
subjunctions,0.2
relative clauses,0.3
participial clauses pres,0.02
participial clauses past,0.02
all participial clauses,0.04
negations,0.16
question words,0.18
question marks,0.0
subj/pred inversions,0.92
placeholder 'es',0.04
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,14.82
concessive,1.56
conditional,20.8
consecutive,0.02
final,1.14
interrogative,1.04
modal,11.26
other,28.42
temporal,22.32
A1 features,7
A1 features summed,1.2000000000000002
A2 features,9
A2 features summed,38.2
B1 features,6
B1 features summed,25.26
level features (all),46
level features (all) summed,48.64000000000003
