Feature,Value
words per sent,24.72
LIX,43.409320388349514
# words,1236
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.4577836411609499
adjectives,1.88
nouns,4.6
verbs,3.18
pronouns,5.24
particles,5.22
punctuation marks,4.58
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.16
aux verbs,0.76
full verbs,2.18
split verbs,0.16
nominative,1.1
accusative,1.36
dative,1.44
genitive,0.4
gen modifiers,0.28
prep with gen,0.02
all genitives,0.34
accusative obj,0.94
dative obj,0.36
genitive obj,0.04
prepositional obj,0.22
acc+dat obj,1.3
gen+prep obj,0.26
present forms,0.66
past forms,0.92
perfect forms,0.02
pqp forms,0.16
perfect+pqp forms,0.36
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.18
all futur forms,0.0
subj 1 forms,0.02
subj 2 forms,0.02
subj 2 aux forms,0.0
ind speech,0.02
irrealis mode,0.0
all subj forms,0.04
imperatives,0.02
passive voice,0.0
passive with agens,0.0
comparative,0.06
superlative,0.04
comp+superlative,0.1
conjunctions,0.24
subjunctions,0.3
relative clauses,0.12
participial clauses pres,0.08
participial clauses past,0.04
all participial clauses,0.12
negations,0.16
question words,0.14
question marks,0.08
subj/pred inversions,0.64
placeholder 'es',0.02
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,9.08
concessive,0.72
conditional,12.86
consecutive,0.0
final,0.48
interrogative,0.84
modal,6.88
other,14.06
temporal,9.72
A1 features,8
A1 features summed,0.9800000000000001
A2 features,7
A2 features summed,23.78
B1 features,5
B1 features summed,11.44
level features (all),48
level features (all) summed,40.580000000000005
