Feature,Value
words per sent,33.02
LIX,55.4306602059358
# words,1651
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.4872037914691943
adjectives,3.4
nouns,6.36
verbs,3.9
pronouns,6.94
particles,6.66
punctuation marks,5.7
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.26
aux verbs,0.5
full verbs,2.98
split verbs,0.26
nominative,1.5
accusative,1.88
dative,1.88
genitive,0.58
gen modifiers,0.42
prep with gen,0.02
all genitives,0.44
accusative obj,1.22
dative obj,0.48
genitive obj,0.0
prepositional obj,0.28
acc+dat obj,1.7
gen+prep obj,0.28
present forms,0.84
past forms,1.4
perfect forms,0.02
pqp forms,0.02
perfect+pqp forms,0.06
past aux forms,0.02
futur 1 forms,0.0
futur 2 forms,0.04
all futur forms,0.02
subj 1 forms,0.12
subj 2 forms,0.02
subj 2 aux forms,0.06
ind speech,0.0
irrealis mode,0.0
all subj forms,0.2
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.14
superlative,0.2
comp+superlative,0.34
conjunctions,0.28
subjunctions,0.14
relative clauses,0.66
participial clauses pres,0.1
participial clauses past,0.08
all participial clauses,0.18
negations,0.28
question words,0.2
question marks,0.04
subj/pred inversions,0.74
placeholder 'es',0.04
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,44.3
concessive,3.84
conditional,67.3
consecutive,0.02
final,6.28
interrogative,2.5
modal,22.56
other,106.7
temporal,86.5
A1 features,8
A1 features summed,1.36
A2 features,9
A2 features summed,114.39999999999999
B1 features,5
B1 features summed,93.52
level features (all),48
level features (all) summed,53.88000000000003
