Feature,Value
words per sent,26.48
LIX,44.38030211480363
# words,1324
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5058365758754864
adjectives,1.98
nouns,4.12
verbs,3.76
pronouns,6.2
particles,6.04
punctuation marks,4.28
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.3
aux verbs,0.56
full verbs,2.8
split verbs,0.26
nominative,0.98
accusative,1.76
dative,1.38
genitive,0.32
gen modifiers,0.16
prep with gen,0.04
all genitives,0.2
accusative obj,1.32
dative obj,0.54
genitive obj,0.0
prepositional obj,0.28
acc+dat obj,1.86
gen+prep obj,0.28
present forms,1.04
past forms,1.18
perfect forms,0.02
pqp forms,0.04
perfect+pqp forms,0.14
past aux forms,0.02
futur 1 forms,0.0
futur 2 forms,0.06
all futur forms,0.02
subj 1 forms,0.08
subj 2 forms,0.02
subj 2 aux forms,0.02
ind speech,0.0
irrealis mode,0.02
all subj forms,0.12
imperatives,0.04
passive voice,0.0
passive with agens,0.0
comparative,0.04
superlative,0.06
comp+superlative,0.1
conjunctions,0.34
subjunctions,0.22
relative clauses,0.4
participial clauses pres,0.04
participial clauses past,0.02
all participial clauses,0.06
negations,0.22
question words,0.2
question marks,0.06
subj/pred inversions,0.96
placeholder 'es',0.02
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,44.98
concessive,3.86
conditional,68.2
consecutive,0.02
final,6.38
interrogative,2.52
modal,22.92
other,107.76
temporal,87.28
A1 features,9
A1 features summed,1.4600000000000002
A2 features,9
A2 features summed,115.41999999999999
B1 features,5
B1 features summed,94.08000000000001
level features (all),50
level features (all) summed,44.98000000000003
