Feature,Value
words per sent,30.16
LIX,53.8337400530504
# words,1508
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5397849462365591
adjectives,3.22
nouns,5.52
verbs,4.22
pronouns,6.38
particles,5.92
punctuation marks,4.86
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.12
aux verbs,1.0
full verbs,2.98
split verbs,0.26
nominative,1.62
accusative,1.8
dative,1.78
genitive,0.3
gen modifiers,0.24
prep with gen,0.0
all genitives,0.3
accusative obj,1.2
dative obj,0.28
genitive obj,0.06
prepositional obj,0.2
acc+dat obj,1.48
gen+prep obj,0.26
present forms,0.8
past forms,1.2
perfect forms,0.14
pqp forms,0.12
perfect+pqp forms,0.3
past aux forms,0.02
futur 1 forms,0.0
futur 2 forms,0.26
all futur forms,0.02
subj 1 forms,0.06
subj 2 forms,0.02
subj 2 aux forms,0.02
ind speech,0.0
irrealis mode,0.0
all subj forms,0.1
imperatives,0.06
passive voice,0.02
passive with agens,0.0
comparative,0.22
superlative,0.02
comp+superlative,0.24
conjunctions,0.42
subjunctions,0.16
relative clauses,0.62
participial clauses pres,0.04
participial clauses past,0.06
all participial clauses,0.1
negations,0.08
question words,0.08
question marks,0.06
subj/pred inversions,0.86
placeholder 'es',0.02
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,45.26
concessive,3.86
conditional,68.3
consecutive,0.02
final,6.44
interrogative,2.56
modal,23.12
other,108.26
temporal,87.64
A1 features,9
A1 features summed,1.2400000000000002
A2 features,9
A2 features summed,115.73999999999998
B1 features,7
B1 features summed,94.78
level features (all),50
level features (all) summed,50.12000000000001
