Feature,Value
words per sent,33.06
LIX,49.75691470054447
# words,1653
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.47788697788697787
adjectives,2.46
nouns,3.56
verbs,5.36
pronouns,8.72
particles,8.16
punctuation marks,4.74
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.36
aux verbs,1.6
full verbs,3.3
split verbs,0.14
nominative,0.72
accusative,1.72
dative,1.5
genitive,0.46
gen modifiers,0.36
prep with gen,0.04
all genitives,0.44
accusative obj,1.36
dative obj,0.6
genitive obj,0.04
prepositional obj,0.34
acc+dat obj,1.96
gen+prep obj,0.38
present forms,1.98
past forms,0.32
perfect forms,0.56
pqp forms,0.0
perfect+pqp forms,0.08
past aux forms,0.06
futur 1 forms,0.0
futur 2 forms,0.56
all futur forms,0.06
subj 1 forms,0.04
subj 2 forms,0.14
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.18
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.1
superlative,0.02
comp+superlative,0.12
conjunctions,0.38
subjunctions,0.22
relative clauses,1.16
participial clauses pres,0.0
participial clauses past,0.08
all participial clauses,0.08
negations,0.36
question words,0.3
question marks,0.2
subj/pred inversions,0.76
placeholder 'es',0.18
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,117.2
concessive,13.72
conditional,235.46
consecutive,7.62
final,15.66
interrogative,7.44
modal,56.6
other,275.54
temporal,229.34
A1 features,8
A1 features summed,2.36
A2 features,8
A2 features summed,362.0
B1 features,6
B1 features summed,259.32000000000005
level features (all),46
level features (all) summed,56.26
