Feature,Value
words per sent,19.88
LIX,37.58623742454728
# words,994
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5459272097053726
adjectives,1.18
nouns,3.36
verbs,3.3
pronouns,4.32
particles,4.74
punctuation marks,2.9
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.12
aux verbs,0.62
full verbs,2.52
split verbs,0.28
nominative,1.14
accusative,1.3
dative,1.04
genitive,0.24
gen modifiers,0.16
prep with gen,0.04
all genitives,0.2
accusative obj,0.96
dative obj,0.24
genitive obj,0.0
prepositional obj,0.16
acc+dat obj,1.2
gen+prep obj,0.16
present forms,0.04
past forms,1.38
perfect forms,0.02
pqp forms,0.18
perfect+pqp forms,0.42
past aux forms,0.02
futur 1 forms,0.0
futur 2 forms,0.2
all futur forms,0.02
subj 1 forms,0.0
subj 2 forms,0.04
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.04
imperatives,0.0
passive voice,0.04
passive with agens,0.02
comparative,0.02
superlative,0.02
comp+superlative,0.04
conjunctions,0.3
subjunctions,0.12
relative clauses,0.32
participial clauses pres,0.0
participial clauses past,0.02
all participial clauses,0.02
negations,0.16
question words,0.1
question marks,0.0
subj/pred inversions,0.48
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,116.78
concessive,13.62
conditional,234.14
consecutive,7.62
final,15.6
interrogative,7.36
modal,56.52
other,273.96
temporal,228.48
A1 features,7
A1 features summed,1.0
A2 features,8
A2 features summed,360.5
B1 features,7
B1 features summed,257.46
level features (all),45
level features (all) summed,34.2
