Feature,Value
words per sent,23.9
LIX,41.72426778242678
# words,1195
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.49043715846994534
adjectives,1.58
nouns,4.1
verbs,3.46
pronouns,5.28
particles,4.88
punctuation marks,4.54
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.26
aux verbs,0.7
full verbs,2.42
split verbs,0.22
nominative,1.18
accusative,1.56
dative,1.26
genitive,0.3
gen modifiers,0.22
prep with gen,0.02
all genitives,0.24
accusative obj,1.16
dative obj,0.46
genitive obj,0.0
prepositional obj,0.26
acc+dat obj,1.62
gen+prep obj,0.26
present forms,0.6
past forms,1.18
perfect forms,0.06
pqp forms,0.1
perfect+pqp forms,0.26
past aux forms,0.06
futur 1 forms,0.0
futur 2 forms,0.16
all futur forms,0.06
subj 1 forms,0.14
subj 2 forms,0.0
subj 2 aux forms,0.04
ind speech,0.0
irrealis mode,0.0
all subj forms,0.18
imperatives,0.04
passive voice,0.0
passive with agens,0.0
comparative,0.02
superlative,0.1
comp+superlative,0.12
conjunctions,0.3
subjunctions,0.14
relative clauses,0.46
participial clauses pres,0.0
participial clauses past,0.0
all participial clauses,0.0
negations,0.16
question words,0.1
question marks,0.18
subj/pred inversions,0.66
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,117.2
concessive,13.74
conditional,235.62
consecutive,7.62
final,15.66
interrogative,7.44
modal,56.62
other,275.7
temporal,229.4
A1 features,9
A1 features summed,1.3800000000000001
A2 features,9
A2 features summed,362.62000000000006
B1 features,5
B1 features summed,258.65999999999997
level features (all),44
level features (all) summed,41.09999999999999
