Feature,Value
words per sent,35.2
LIX,59.915909090909096
# words,352
# sents,10
discourse entities,0.1
avg entity frequency,0.0
vocabulary density,0.719047619047619
adjectives,2.0
nouns,7.4
verbs,4.7
pronouns,7.7
particles,7.8
punctuation marks,5.2
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.4
aux verbs,1.1
full verbs,3.2
split verbs,0.2
nominative,1.8
accusative,2.8
dative,1.9
genitive,0.5
gen modifiers,0.4
prep with gen,0.0
all genitives,0.4
accusative obj,1.9
dative obj,0.6
genitive obj,0.0
prepositional obj,0.1
acc+dat obj,2.5
gen+prep obj,0.1
present forms,1.5
past forms,0.5
perfect forms,0.0
pqp forms,0.1
perfect+pqp forms,0.2
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.1
all futur forms,0.0
subj 1 forms,0.2
subj 2 forms,0.1
subj 2 aux forms,0.1
ind speech,0.0
irrealis mode,0.0
all subj forms,0.4
imperatives,0.0
passive voice,0.1
passive with agens,0.0
comparative,0.1
superlative,0.1
comp+superlative,0.2
conjunctions,0.4
subjunctions,0.2
relative clauses,1.1
participial clauses pres,0.0
participial clauses past,0.0
all participial clauses,0.0
negations,0.1
question words,0.1
question marks,0.0
subj/pred inversions,0.5
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,164.0
concessive,17.8
conditional,297.0
consecutive,7.6
final,22.9
interrogative,8.9
modal,66.1
other,335.0
temporal,278.5
A1 features,5
A1 features summed,1.2000000000000002
A2 features,9
A2 features summed,470.40000000000003
B1 features,6
B1 features summed,314.00000000000006
level features (all),40
level features (all) summed,58.800000000000026
