Feature,Value
words per sent,13.22
LIX,24.112586989409984
# words,661
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.4323607427055703
adjectives,0.66
nouns,1.26
verbs,2.04
pronouns,3.12
particles,2.9
punctuation marks,3.14
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.2
aux verbs,0.38
full verbs,1.24
split verbs,0.14
nominative,0.48
accusative,0.9
dative,0.44
genitive,0.02
gen modifiers,0.02
prep with gen,0.0
all genitives,0.02
accusative obj,0.78
dative obj,0.26
genitive obj,0.0
prepositional obj,0.06
acc+dat obj,1.04
gen+prep obj,0.06
present forms,0.7
past forms,0.32
perfect forms,0.02
pqp forms,0.0
perfect+pqp forms,0.02
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.02
all futur forms,0.0
subj 1 forms,0.02
subj 2 forms,0.08
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.1
imperatives,0.0
passive voice,0.02
passive with agens,0.0
comparative,0.02
superlative,0.0
comp+superlative,0.02
conjunctions,0.04
subjunctions,0.12
relative clauses,0.04
participial clauses pres,0.0
participial clauses past,0.06
all participial clauses,0.06
negations,0.34
question words,0.14
question marks,0.06
subj/pred inversions,0.64
placeholder 'es',0.06
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,35.06
concessive,3.24
conditional,55.68
consecutive,0.02
final,5.06
interrogative,1.96
modal,17.18
other,88.16
temporal,67.5
A1 features,7
A1 features summed,0.9400000000000002
A2 features,8
A2 features summed,91.44
B1 features,6
B1 features summed,72.78
level features (all),42
level features (all) summed,22.05999999999999
