Feature,Value
words per sent,14.14
LIX,31.67889674681754
# words,707
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5251798561151079
adjectives,0.82
nouns,2.04
verbs,2.02
pronouns,3.14
particles,3.16
punctuation marks,2.88
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.12
aux verbs,0.62
full verbs,1.18
split verbs,0.0
nominative,0.54
accusative,0.68
dative,0.58
genitive,0.24
gen modifiers,0.16
prep with gen,0.0
all genitives,0.16
accusative obj,0.52
dative obj,0.22
genitive obj,0.02
prepositional obj,0.1
acc+dat obj,0.74
gen+prep obj,0.12
present forms,0.94
past forms,0.14
perfect forms,0.04
pqp forms,0.02
perfect+pqp forms,0.08
past aux forms,0.04
futur 1 forms,0.0
futur 2 forms,0.06
all futur forms,0.04
subj 1 forms,0.0
subj 2 forms,0.0
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.0
imperatives,0.0
passive voice,0.04
passive with agens,0.0
comparative,0.08
superlative,0.0
comp+superlative,0.08
conjunctions,0.06
subjunctions,0.04
relative clauses,0.12
participial clauses pres,0.0
participial clauses past,0.02
all participial clauses,0.02
negations,0.22
question words,0.18
question marks,0.04
subj/pred inversions,0.24
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,38.42
concessive,3.56
conditional,59.84
consecutive,0.02
final,5.68
interrogative,2.16
modal,18.26
other,93.76
temporal,74.52
A1 features,7
A1 features summed,0.7000000000000001
A2 features,8
A2 features summed,98.98
B1 features,7
B1 features summed,80.44000000000001
level features (all),41
level features (all) summed,22.559999999999977
