Feature,Value
words per sent,18.72
LIX,34.104615384615386
# words,936
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.47232472324723246
adjectives,1.08
nouns,3.46
verbs,2.86
pronouns,4.92
particles,3.54
punctuation marks,2.84
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.18
aux verbs,0.48
full verbs,2.16
split verbs,0.14
nominative,0.72
accusative,1.5
dative,1.22
genitive,0.52
gen modifiers,0.38
prep with gen,0.08
all genitives,0.5
accusative obj,1.12
dative obj,0.42
genitive obj,0.04
prepositional obj,0.2
acc+dat obj,1.54
gen+prep obj,0.24
present forms,0.8
past forms,0.92
perfect forms,0.1
pqp forms,0.02
perfect+pqp forms,0.12
past aux forms,0.02
futur 1 forms,0.0
futur 2 forms,0.12
all futur forms,0.02
subj 1 forms,0.06
subj 2 forms,0.0
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.06
imperatives,0.04
passive voice,0.02
passive with agens,0.0
comparative,0.08
superlative,0.04
comp+superlative,0.12
conjunctions,0.32
subjunctions,0.12
relative clauses,0.26
participial clauses pres,0.0
participial clauses past,0.02
all participial clauses,0.02
negations,0.1
question words,0.12
question marks,0.0
subj/pred inversions,0.68
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,30.9
concessive,2.86
conditional,50.66
consecutive,0.02
final,4.48
interrogative,1.74
modal,15.88
other,81.38
temporal,59.96
A1 features,8
A1 features summed,1.02
A2 features,8
A2 features summed,83.57999999999998
B1 features,7
B1 features summed,64.9
level features (all),46
level features (all) summed,34.32
