Feature,Value
words per sent,16.94
LIX,45.1572373081464
# words,847
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5348360655737705
adjectives,1.22
nouns,3.34
verbs,2.78
pronouns,3.8
particles,3.44
punctuation marks,2.3
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.14
aux verbs,0.98
full verbs,1.56
split verbs,0.04
nominative,1.12
accusative,1.02
dative,0.58
genitive,0.36
gen modifiers,0.34
prep with gen,0.0
all genitives,0.34
accusative obj,0.64
dative obj,0.16
genitive obj,0.0
prepositional obj,0.2
acc+dat obj,0.8
gen+prep obj,0.2
present forms,0.98
past forms,0.08
perfect forms,0.16
pqp forms,0.0
perfect+pqp forms,0.04
past aux forms,0.18
futur 1 forms,0.02
futur 2 forms,0.16
all futur forms,0.2
subj 1 forms,0.04
subj 2 forms,0.1
subj 2 aux forms,0.04
ind speech,0.02
irrealis mode,0.0
all subj forms,0.18
imperatives,0.0
passive voice,0.02
passive with agens,0.0
comparative,0.04
superlative,0.0
comp+superlative,0.04
conjunctions,0.12
subjunctions,0.12
relative clauses,0.18
participial clauses pres,0.0
participial clauses past,0.04
all participial clauses,0.04
negations,0.18
question words,0.06
question marks,0.0
subj/pred inversions,0.48
placeholder 'es',0.08
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,194.6
concessive,25.24
conditional,351.36
consecutive,8.42
final,25.74
interrogative,11.26
modal,80.66
other,411.78
temporal,330.68
A1 features,7
A1 features summed,0.88
A2 features,10
A2 features summed,555.26
B1 features,6
B1 features summed,375.8
level features (all),46
level features (all) summed,28.959999999999987
