Feature,Value
words per sent,17.52
LIX,37.15470319634703
# words,876
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.46716697936210133
adjectives,1.46
nouns,2.44
verbs,2.7
pronouns,4.06
particles,3.78
punctuation marks,3.02
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.18
aux verbs,0.66
full verbs,1.82
split verbs,0.18
nominative,0.76
accusative,1.1
dative,0.76
genitive,0.12
gen modifiers,0.12
prep with gen,0.0
all genitives,0.12
accusative obj,0.78
dative obj,0.36
genitive obj,0.0
prepositional obj,0.0
acc+dat obj,1.14
gen+prep obj,0.0
present forms,1.44
past forms,0.14
perfect forms,0.12
pqp forms,0.0
perfect+pqp forms,0.02
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.12
all futur forms,0.0
subj 1 forms,0.02
subj 2 forms,0.0
subj 2 aux forms,0.02
ind speech,0.0
irrealis mode,0.02
all subj forms,0.04
imperatives,0.02
passive voice,0.04
passive with agens,0.02
comparative,0.1
superlative,0.04
comp+superlative,0.14
conjunctions,0.12
subjunctions,0.06
relative clauses,0.16
participial clauses pres,0.0
participial clauses past,0.0
all participial clauses,0.0
negations,0.24
question words,0.16
question marks,0.02
subj/pred inversions,0.48
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,194.78
concessive,25.28
conditional,351.64
consecutive,8.42
final,25.74
interrogative,11.26
modal,80.66
other,412.28
temporal,330.88
A1 features,8
A1 features summed,1.04
A2 features,8
A2 features summed,555.5799999999999
B1 features,7
B1 features summed,376.06
level features (all),41
level features (all) summed,29.10000000000001
