Feature,Value
words per sent,37.24
LIX,48.679312567132115
# words,1862
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.32732447817836813
adjectives,1.7
nouns,4.78
verbs,6.88
pronouns,8.66
particles,7.78
punctuation marks,6.84
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.52
aux verbs,1.52
full verbs,4.66
split verbs,0.32
nominative,1.34
accusative,2.06
dative,1.62
genitive,0.02
gen modifiers,0.0
prep with gen,0.02
all genitives,0.02
accusative obj,1.6
dative obj,0.58
genitive obj,0.0
prepositional obj,0.32
acc+dat obj,2.18
gen+prep obj,0.32
present forms,1.42
past forms,2.42
perfect forms,0.12
pqp forms,0.26
perfect+pqp forms,0.76
past aux forms,0.02
futur 1 forms,0.0
futur 2 forms,0.38
all futur forms,0.02
subj 1 forms,0.06
subj 2 forms,0.0
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.06
imperatives,0.06
passive voice,0.0
passive with agens,0.0
comparative,0.02
superlative,0.16
comp+superlative,0.18
conjunctions,1.3
subjunctions,0.32
relative clauses,0.62
participial clauses pres,0.0
participial clauses past,0.02
all participial clauses,0.02
negations,0.28
question words,0.42
question marks,0.04
subj/pred inversions,1.48
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,23.6
concessive,2.2
conditional,35.58
consecutive,0.02
final,2.48
interrogative,1.46
modal,14.56
other,50.62
temporal,36.18
A1 features,9
A1 features summed,3.0800000000000005
A2 features,7
A2 features summed,62.54
B1 features,5
B1 features summed,40.48
level features (all),44
level features (all) summed,64.18000000000004
