Feature,Value
words per sent,32.14
LIX,43.83881767268202
# words,1607
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.35697399527186763
adjectives,1.44
nouns,3.98
verbs,5.96
pronouns,7.62
particles,7.66
punctuation marks,5.26
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.54
aux verbs,1.04
full verbs,4.14
split verbs,0.58
nominative,1.16
accusative,2.38
dative,1.22
genitive,0.06
gen modifiers,0.04
prep with gen,0.02
all genitives,0.06
accusative obj,1.8
dative obj,0.5
genitive obj,0.0
prepositional obj,0.6
acc+dat obj,2.3
gen+prep obj,0.6
present forms,0.7
past forms,2.76
perfect forms,0.08
pqp forms,0.1
perfect+pqp forms,0.38
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.18
all futur forms,0.0
subj 1 forms,0.0
subj 2 forms,0.12
subj 2 aux forms,0.0
ind speech,0.04
irrealis mode,0.0
all subj forms,0.12
imperatives,0.06
passive voice,0.02
passive with agens,0.0
comparative,0.04
superlative,0.06
comp+superlative,0.1
conjunctions,1.06
subjunctions,0.24
relative clauses,0.38
participial clauses pres,0.0
participial clauses past,0.04
all participial clauses,0.04
negations,0.22
question words,0.2
question marks,0.0
subj/pred inversions,1.44
placeholder 'es',0.04
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,25.26
concessive,2.24
conditional,40.62
consecutive,0.02
final,3.16
interrogative,1.5
modal,14.94
other,58.94
temporal,41.4
A1 features,7
A1 features summed,2.74
A2 features,8
A2 features summed,69.84
B1 features,6
B1 features summed,45.56
level features (all),45
level features (all) summed,57.38000000000001
