Feature,Value
words per sent,22.8
LIX,33.06315789473685
# words,1140
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.42121684867394693
adjectives,1.4
nouns,3.26
verbs,3.88
pronouns,5.18
particles,4.9
punctuation marks,4.14
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.4
aux verbs,0.8
full verbs,2.56
split verbs,0.22
nominative,1.04
accusative,1.32
dative,1.2
genitive,0.14
gen modifiers,0.04
prep with gen,0.04
all genitives,0.08
accusative obj,1.02
dative obj,0.4
genitive obj,0.0
prepositional obj,0.24
acc+dat obj,1.42
gen+prep obj,0.24
present forms,0.82
past forms,1.44
perfect forms,0.12
pqp forms,0.08
perfect+pqp forms,0.22
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.2
all futur forms,0.0
subj 1 forms,0.02
subj 2 forms,0.02
subj 2 aux forms,0.0
ind speech,0.02
irrealis mode,0.0
all subj forms,0.04
imperatives,0.04
passive voice,0.0
passive with agens,0.0
comparative,0.06
superlative,0.02
comp+superlative,0.08
conjunctions,0.64
subjunctions,0.26
relative clauses,0.1
participial clauses pres,0.0
participial clauses past,0.0
all participial clauses,0.0
negations,0.26
question words,0.12
question marks,0.06
subj/pred inversions,1.04
placeholder 'es',0.02
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,23.88
concessive,2.2
conditional,36.04
consecutive,0.02
final,2.56
interrogative,1.46
modal,14.62
other,51.74
temporal,36.78
A1 features,8
A1 features summed,1.8600000000000003
A2 features,8
A2 features summed,62.120000000000005
B1 features,5
B1 features summed,40.56
level features (all),44
level features (all) summed,39.6
