Feature,Value
words per sent,18.36
LIX,30.996165577342047
# words,918
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.43327556325823224
adjectives,1.44
nouns,2.7
verbs,2.2
pronouns,3.62
particles,4.58
punctuation marks,3.8
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.02
aux verbs,0.36
full verbs,1.74
split verbs,0.18
nominative,0.56
accusative,1.34
dative,0.68
genitive,0.06
gen modifiers,0.02
prep with gen,0.02
all genitives,0.04
accusative obj,0.98
dative obj,0.24
genitive obj,0.0
prepositional obj,0.1
acc+dat obj,1.22
gen+prep obj,0.1
present forms,0.38
past forms,0.84
perfect forms,0.02
pqp forms,0.08
perfect+pqp forms,0.08
past aux forms,0.06
futur 1 forms,0.0
futur 2 forms,0.1
all futur forms,0.06
subj 1 forms,0.02
subj 2 forms,0.0
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.02
imperatives,0.14
passive voice,0.0
passive with agens,0.0
comparative,0.24
superlative,0.0
comp+superlative,0.24
conjunctions,0.26
subjunctions,0.06
relative clauses,0.04
participial clauses pres,0.0
participial clauses past,0.02
all participial clauses,0.02
negations,0.02
question words,0.24
question marks,0.04
subj/pred inversions,0.58
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,30.06
concessive,2.76
conditional,49.3
consecutive,0.02
final,4.24
interrogative,1.74
modal,15.62
other,77.94
temporal,56.86
A1 features,9
A1 features summed,0.98
A2 features,8
A2 features summed,80.82
B1 features,5
B1 features summed,61.419999999999995
level features (all),44
level features (all) summed,29.559999999999977
