Feature,Value
words per sent,17.7
LIX,30.920338983050847
# words,885
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.4974182444061962
adjectives,1.34
nouns,3.2
verbs,2.0
pronouns,2.92
particles,4.92
punctuation marks,3.24
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.0
aux verbs,0.52
full verbs,1.42
split verbs,0.12
nominative,0.78
accusative,0.8
dative,0.9
genitive,0.2
gen modifiers,0.18
prep with gen,0.02
all genitives,0.2
accusative obj,0.56
dative obj,0.28
genitive obj,0.0
prepositional obj,0.2
acc+dat obj,0.84
gen+prep obj,0.2
present forms,0.48
past forms,0.68
perfect forms,0.04
pqp forms,0.06
perfect+pqp forms,0.18
past aux forms,0.02
futur 1 forms,0.0
futur 2 forms,0.1
all futur forms,0.02
subj 1 forms,0.0
subj 2 forms,0.0
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.0
imperatives,0.02
passive voice,0.02
passive with agens,0.0
comparative,0.02
superlative,0.02
comp+superlative,0.04
conjunctions,0.22
subjunctions,0.18
relative clauses,0.1
participial clauses pres,0.04
participial clauses past,0.06
all participial clauses,0.1
negations,0.02
question words,0.16
question marks,0.06
subj/pred inversions,0.44
placeholder 'es',0.02
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,30.6
concessive,2.84
conditional,50.18
consecutive,0.02
final,4.32
interrogative,1.74
modal,15.7
other,80.48
temporal,58.8
A1 features,8
A1 features summed,0.66
A2 features,8
A2 features summed,82.16000000000001
B1 features,6
B1 features summed,63.52
level features (all),45
level features (all) summed,27.939999999999994
