Feature,Value
words per sent,16.44
LIX,34.8098296836983
# words,822
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5916334661354582
adjectives,1.2
nouns,3.14
verbs,2.1
pronouns,3.54
particles,3.5
punctuation marks,2.94
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.16
aux verbs,0.52
full verbs,1.38
split verbs,0.06
nominative,0.86
accusative,1.02
dative,0.9
genitive,0.22
gen modifiers,0.2
prep with gen,0.0
all genitives,0.2
accusative obj,0.7
dative obj,0.22
genitive obj,0.0
prepositional obj,0.14
acc+dat obj,0.92
gen+prep obj,0.14
present forms,0.36
past forms,0.7
perfect forms,0.04
pqp forms,0.04
perfect+pqp forms,0.2
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.08
all futur forms,0.0
subj 1 forms,0.0
subj 2 forms,0.04
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.04
imperatives,0.0
passive voice,0.02
passive with agens,0.0
comparative,0.02
superlative,0.02
comp+superlative,0.04
conjunctions,0.14
subjunctions,0.12
relative clauses,0.1
participial clauses pres,0.0
participial clauses past,0.02
all participial clauses,0.02
negations,0.1
question words,0.14
question marks,0.02
subj/pred inversions,0.66
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,28.56
concessive,2.48
conditional,47.2
consecutive,0.02
final,4.02
interrogative,1.66
modal,15.44
other,73.14
temporal,51.86
A1 features,7
A1 features summed,0.66
A2 features,8
A2 features summed,77.06
B1 features,6
B1 features summed,56.14
level features (all),42
level features (all) summed,26.97999999999999
