Feature,Value
words per sent,20.6
LIX,35.64854368932039
# words,1030
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5034246575342466
adjectives,1.18
nouns,2.88
verbs,3.46
pronouns,4.62
particles,5.26
punctuation marks,3.08
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.3
aux verbs,0.62
full verbs,2.44
split verbs,0.26
nominative,0.98
accusative,1.22
dative,0.78
genitive,0.04
gen modifiers,0.04
prep with gen,0.0
all genitives,0.04
accusative obj,0.98
dative obj,0.2
genitive obj,0.0
prepositional obj,0.22
acc+dat obj,1.18
gen+prep obj,0.22
present forms,0.34
past forms,1.26
perfect forms,0.06
pqp forms,0.16
perfect+pqp forms,0.36
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.22
all futur forms,0.0
subj 1 forms,0.06
subj 2 forms,0.04
subj 2 aux forms,0.06
ind speech,0.0
irrealis mode,0.0
all subj forms,0.16
imperatives,0.08
passive voice,0.0
passive with agens,0.0
comparative,0.04
superlative,0.02
comp+superlative,0.06
conjunctions,0.5
subjunctions,0.16
relative clauses,0.16
participial clauses pres,0.02
participial clauses past,0.04
all participial clauses,0.06
negations,0.16
question words,0.14
question marks,0.0
subj/pred inversions,0.82
placeholder 'es',0.02
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,68.7
concessive,7.76
conditional,128.6
consecutive,4.64
final,11.22
interrogative,4.1
modal,35.62
other,175.32
temporal,137.52
A1 features,7
A1 features summed,1.5000000000000002
A2 features,9
A2 features summed,203.75999999999996
B1 features,5
B1 features summed,154.18
level features (all),45
level features (all) summed,35.0
