Feature,Value
words per sent,16.36
LIX,24.550709046454767
# words,818
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.459552495697074
adjectives,0.9
nouns,2.42
verbs,1.74
pronouns,2.4
particles,5.16
punctuation marks,3.72
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.08
aux verbs,0.24
full verbs,1.36
split verbs,0.14
nominative,0.6
accusative,0.78
dative,0.64
genitive,0.06
gen modifiers,0.06
prep with gen,0.0
all genitives,0.06
accusative obj,0.62
dative obj,0.14
genitive obj,0.0
prepositional obj,0.1
acc+dat obj,0.76
gen+prep obj,0.1
present forms,0.46
past forms,0.64
perfect forms,0.04
pqp forms,0.0
perfect+pqp forms,0.08
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.04
all futur forms,0.0
subj 1 forms,0.12
subj 2 forms,0.0
subj 2 aux forms,0.06
ind speech,0.0
irrealis mode,0.0
all subj forms,0.18
imperatives,0.04
passive voice,0.0
passive with agens,0.0
comparative,0.02
superlative,0.0
comp+superlative,0.02
conjunctions,0.32
subjunctions,0.14
relative clauses,0.06
participial clauses pres,0.0
participial clauses past,0.0
all participial clauses,0.0
negations,0.04
question words,0.16
question marks,0.02
subj/pred inversions,0.38
placeholder 'es',0.04
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,72.28
concessive,8.14
conditional,140.76
consecutive,5.86
final,12.74
interrogative,4.28
modal,37.0
other,186.76
temporal,145.66
A1 features,8
A1 features summed,0.84
A2 features,9
A2 features summed,219.92000000000002
B1 features,5
B1 features summed,164.0
level features (all),40
level features (all) summed,24.939999999999994
