Feature,Value
words per sent,10.7
LIX,16.307476635514018
# words,107
# sents,10
discourse entities,0.1
avg entity frequency,0.0
vocabulary density,0.5866666666666667
adjectives,0.7
nouns,1.3
verbs,1.1
pronouns,1.5
particles,3.3
punctuation marks,2.8
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.1
aux verbs,0.3
full verbs,0.6
split verbs,0.1
nominative,0.3
accusative,0.4
dative,0.0
genitive,0.0
gen modifiers,0.0
prep with gen,0.0
all genitives,0.0
accusative obj,0.3
dative obj,0.0
genitive obj,0.0
prepositional obj,0.0
acc+dat obj,0.3
gen+prep obj,0.0
present forms,0.5
past forms,0.1
perfect forms,0.0
pqp forms,0.0
perfect+pqp forms,0.0
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.0
all futur forms,0.0
subj 1 forms,0.2
subj 2 forms,0.0
subj 2 aux forms,0.2
ind speech,0.0
irrealis mode,0.0
all subj forms,0.4
imperatives,0.1
passive voice,0.0
passive with agens,0.0
comparative,0.1
superlative,0.1
comp+superlative,0.2
conjunctions,0.0
subjunctions,0.1
relative clauses,0.0
participial clauses pres,0.0
participial clauses past,0.0
all participial clauses,0.0
negations,0.0
question words,0.2
question marks,0.1
subj/pred inversions,0.4
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,74.2
concessive,7.5
conditional,148.1
consecutive,5.3
final,14.7
interrogative,3.8
modal,36.5
other,194.5
temporal,152.9
A1 features,5
A1 features summed,0.6
A2 features,6
A2 features summed,228.0
B1 features,4
B1 features summed,169.5
level features (all),27
level features (all) summed,15.799999999999997
