Feature,Value
words per sent,23.2
LIX,42.165517241379305
# words,232
# sents,10
discourse entities,0.1
avg entity frequency,0.0
vocabulary density,0.6589147286821705
adjectives,1.0
nouns,3.9
verbs,3.5
pronouns,5.7
particles,5.9
punctuation marks,2.8
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.6
aux verbs,0.7
full verbs,2.2
split verbs,0.2
nominative,1.2
accusative,1.6
dative,0.8
genitive,0.2
gen modifiers,0.0
prep with gen,0.0
all genitives,0.0
accusative obj,1.3
dative obj,0.3
genitive obj,0.0
prepositional obj,0.2
acc+dat obj,1.6
gen+prep obj,0.2
present forms,0.0
past forms,1.6
perfect forms,0.0
pqp forms,0.2
perfect+pqp forms,0.4
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.2
all futur forms,0.0
subj 1 forms,0.0
subj 2 forms,0.0
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.0
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.2
superlative,0.0
comp+superlative,0.2
conjunctions,0.6
subjunctions,0.1
relative clauses,0.5
participial clauses pres,0.0
participial clauses past,0.0
all participial clauses,0.0
negations,0.2
question words,0.2
question marks,0.0
subj/pred inversions,0.9
placeholder 'es',0.1
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,72.0
concessive,7.2
conditional,141.8
consecutive,4.9
final,13.7
interrogative,3.8
modal,35.6
other,187.2
temporal,147.4
A1 features,5
A1 features summed,1.8000000000000003
A2 features,7
A2 features summed,221.00000000000003
B1 features,5
B1 features summed,163.8
level features (all),32
level features (all) summed,39.300000000000026
