Feature,Value
words per sent,8.42
LIX,20.058954869358672
# words,421
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.4022140221402214
adjectives,0.5
nouns,1.14
verbs,1.14
pronouns,1.58
particles,1.82
punctuation marks,2.22
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.02
aux verbs,0.2
full verbs,0.9
split verbs,0.1
nominative,0.4
accusative,0.46
dative,0.28
genitive,0.0
gen modifiers,0.0
prep with gen,0.0
all genitives,0.0
accusative obj,0.44
dative obj,0.12
genitive obj,0.0
prepositional obj,0.06
acc+dat obj,0.56
gen+prep obj,0.06
present forms,0.14
past forms,0.42
perfect forms,0.04
pqp forms,0.06
perfect+pqp forms,0.1
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.1
all futur forms,0.0
subj 1 forms,0.0
subj 2 forms,0.0
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.0
imperatives,0.04
passive voice,0.0
passive with agens,0.0
comparative,0.06
superlative,0.02
comp+superlative,0.08
conjunctions,0.1
subjunctions,0.04
relative clauses,0.06
participial clauses pres,0.0
participial clauses past,0.0
all participial clauses,0.0
negations,0.04
question words,0.08
question marks,0.2
subj/pred inversions,0.28
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,53.0
concessive,5.08
conditional,81.1
consecutive,0.02
final,7.2
interrogative,2.82
modal,28.52
other,127.4
temporal,99.32
A1 features,8
A1 features summed,0.6200000000000001
A2 features,7
A2 features summed,134.78
B1 features,5
B1 features summed,107.3
level features (all),35
level features (all) summed,13.859999999999996
