Feature,Value
words per sent,15.98
LIX,36.005031289111386
# words,799
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5842696629213483
adjectives,1.2
nouns,2.7
verbs,2.4
pronouns,3.48
particles,3.78
punctuation marks,2.4
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.22
aux verbs,0.8
full verbs,1.38
split verbs,0.1
nominative,0.64
accusative,0.84
dative,0.82
genitive,0.2
gen modifiers,0.16
prep with gen,0.02
all genitives,0.18
accusative obj,0.62
dative obj,0.24
genitive obj,0.0
prepositional obj,0.16
acc+dat obj,0.86
gen+prep obj,0.16
present forms,0.68
past forms,0.24
perfect forms,0.08
pqp forms,0.08
perfect+pqp forms,0.28
past aux forms,0.04
futur 1 forms,0.02
futur 2 forms,0.16
all futur forms,0.06
subj 1 forms,0.06
subj 2 forms,0.02
subj 2 aux forms,0.02
ind speech,0.0
irrealis mode,0.0
all subj forms,0.1
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.06
superlative,0.04
comp+superlative,0.1
conjunctions,0.24
subjunctions,0.08
relative clauses,0.16
participial clauses pres,0.0
participial clauses past,0.02
all participial clauses,0.02
negations,0.28
question words,0.04
question marks,0.02
subj/pred inversions,0.42
placeholder 'es',0.04
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,53.96
concessive,5.36
conditional,83.82
consecutive,0.02
final,7.32
interrogative,2.96
modal,29.04
other,130.54
temporal,100.66
A1 features,8
A1 features summed,1.02
A2 features,10
A2 features summed,138.70000000000002
B1 features,5
B1 features summed,109.16
level features (all),48
level features (all) summed,26.719999999999988
