Feature,Value
words per sent,31.86
LIX,51.44568738229755
# words,1593
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5051311288483467
adjectives,2.2
nouns,6.18
verbs,4.0
pronouns,6.44
particles,8.76
punctuation marks,4.14
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.2
aux verbs,1.28
full verbs,2.4
split verbs,0.12
nominative,1.52
accusative,1.7
dative,2.52
genitive,0.24
gen modifiers,0.14
prep with gen,0.02
all genitives,0.18
accusative obj,1.1
dative obj,0.4
genitive obj,0.02
prepositional obj,0.34
acc+dat obj,1.5
gen+prep obj,0.36
present forms,1.0
past forms,0.84
perfect forms,0.36
pqp forms,0.08
perfect+pqp forms,0.22
past aux forms,0.06
futur 1 forms,0.0
futur 2 forms,0.44
all futur forms,0.06
subj 1 forms,0.04
subj 2 forms,0.02
subj 2 aux forms,0.02
ind speech,0.02
irrealis mode,0.0
all subj forms,0.08
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.06
superlative,0.12
comp+superlative,0.18
conjunctions,0.46
subjunctions,0.24
relative clauses,0.28
participial clauses pres,0.0
participial clauses past,0.08
all participial clauses,0.08
negations,0.22
question words,0.16
question marks,0.0
subj/pred inversions,0.64
placeholder 'es',0.04
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,170.66
concessive,19.9
conditional,297.88
consecutive,8.12
final,22.16
interrogative,9.98
modal,68.62
other,344.12
temporal,279.32
A1 features,7
A1 features summed,1.58
A2 features,9
A2 features summed,478.4599999999999
B1 features,6
B1 features summed,317.61999999999995
level features (all),48
level features (all) summed,51.56000000000002
