Feature,Value
words per sent,29.76
LIX,53.483118279569894
# words,1488
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5648252536640361
adjectives,2.74
nouns,6.12
verbs,3.34
pronouns,6.04
particles,7.24
punctuation marks,4.18
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.1
aux verbs,0.92
full verbs,2.3
split verbs,0.18
nominative,1.42
accusative,1.42
dative,2.52
genitive,0.44
gen modifiers,0.28
prep with gen,0.0
all genitives,0.28
accusative obj,0.96
dative obj,0.38
genitive obj,0.0
prepositional obj,0.18
acc+dat obj,1.34
gen+prep obj,0.18
present forms,0.68
past forms,0.74
perfect forms,0.06
pqp forms,0.3
perfect+pqp forms,0.4
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.36
all futur forms,0.0
subj 1 forms,0.1
subj 2 forms,0.06
subj 2 aux forms,0.06
ind speech,0.0
irrealis mode,0.02
all subj forms,0.22
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.08
superlative,0.04
comp+superlative,0.12
conjunctions,0.42
subjunctions,0.3
relative clauses,0.28
participial clauses pres,0.04
participial clauses past,0.04
all participial clauses,0.08
negations,0.2
question words,0.2
question marks,0.08
subj/pred inversions,0.84
placeholder 'es',0.02
'brauchen' constr,0.02
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.02
causal,171.52
concessive,20.26
conditional,302.58
consecutive,8.12
final,22.18
interrogative,10.16
modal,69.44
other,347.76
temporal,283.04
A1 features,7
A1 features summed,1.2400000000000002
A2 features,9
A2 features summed,483.94
B1 features,5
B1 features summed,321.86
level features (all),48
level features (all) summed,48.340000000000025
