Feature,Value
words per sent,18.46
LIX,38.5033369447454
# words,923
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5722326454033771
adjectives,1.38
nouns,2.92
verbs,2.42
pronouns,4.2
particles,4.48
punctuation marks,3.06
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.18
aux verbs,0.56
full verbs,1.66
split verbs,0.14
nominative,0.8
accusative,1.18
dative,1.04
genitive,0.24
gen modifiers,0.18
prep with gen,0.0
all genitives,0.18
accusative obj,0.94
dative obj,0.16
genitive obj,0.02
prepositional obj,0.16
acc+dat obj,1.1
gen+prep obj,0.18
present forms,1.22
past forms,0.34
perfect forms,0.12
pqp forms,0.0
perfect+pqp forms,0.04
past aux forms,0.04
futur 1 forms,0.0
futur 2 forms,0.12
all futur forms,0.04
subj 1 forms,0.02
subj 2 forms,0.0
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.02
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.02
superlative,0.04
comp+superlative,0.06
conjunctions,0.24
subjunctions,0.16
relative clauses,0.08
participial clauses pres,0.02
participial clauses past,0.0
all participial clauses,0.02
negations,0.14
question words,0.18
question marks,0.2
subj/pred inversions,0.62
placeholder 'es',0.02
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,174.18
concessive,21.14
conditional,313.02
consecutive,8.12
final,22.36
interrogative,10.48
modal,71.16
other,355.62
temporal,291.62
A1 features,8
A1 features summed,1.2400000000000002
A2 features,8
A2 features summed,496.18
B1 features,6
B1 features summed,331.46
level features (all),44
level features (all) summed,30.93999999999999
