Feature,Value
words per sent,18.96
LIX,33.833417721518984
# words,948
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.3888888888888889
adjectives,1.1
nouns,2.7
verbs,3.38
pronouns,3.8
particles,4.0
punctuation marks,3.9
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.24
aux verbs,0.48
full verbs,2.54
split verbs,0.2
nominative,0.7
accusative,0.92
dative,1.2
genitive,0.02
gen modifiers,0.02
prep with gen,0.0
all genitives,0.02
accusative obj,0.86
dative obj,0.26
genitive obj,0.0
prepositional obj,0.16
acc+dat obj,1.12
gen+prep obj,0.16
present forms,0.88
past forms,0.88
perfect forms,0.06
pqp forms,0.12
perfect+pqp forms,0.14
past aux forms,0.02
futur 1 forms,0.0
futur 2 forms,0.18
all futur forms,0.02
subj 1 forms,0.0
subj 2 forms,0.04
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.04
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.12
superlative,0.04
comp+superlative,0.16
conjunctions,0.2
subjunctions,0.16
relative clauses,0.16
participial clauses pres,0.0
participial clauses past,0.08
all participial clauses,0.08
negations,0.18
question words,0.26
question marks,0.02
subj/pred inversions,0.9
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.02
'brauchen'+'lassen' constr,0.02
causal,56.68
concessive,5.5
conditional,88.16
consecutive,0.02
final,7.8
interrogative,3.08
modal,29.82
other,135.5
temporal,105.96
A1 features,8
A1 features summed,1.1800000000000002
A2 features,8
A2 features summed,146.3
B1 features,5
B1 features summed,114.71999999999998
level features (all),45
level features (all) summed,32.559999999999995
