Feature,Value
words per sent,28.28
LIX,56.56854314002829
# words,1414
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5688622754491018
adjectives,3.0
nouns,5.92
verbs,3.32
pronouns,6.02
particles,6.46
punctuation marks,3.46
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.14
aux verbs,0.7
full verbs,2.46
split verbs,0.08
nominative,1.28
accusative,1.34
dative,2.48
genitive,0.66
gen modifiers,0.54
prep with gen,0.0
all genitives,0.54
accusative obj,0.94
dative obj,0.26
genitive obj,0.0
prepositional obj,0.4
acc+dat obj,1.2
gen+prep obj,0.4
present forms,0.7
past forms,0.96
perfect forms,0.08
pqp forms,0.1
perfect+pqp forms,0.3
past aux forms,0.02
futur 1 forms,0.0
futur 2 forms,0.18
all futur forms,0.02
subj 1 forms,0.0
subj 2 forms,0.04
subj 2 aux forms,0.0
ind speech,0.0
irrealis mode,0.0
all subj forms,0.04
imperatives,0.0
passive voice,0.04
passive with agens,0.02
comparative,0.02
superlative,0.02
comp+superlative,0.04
conjunctions,0.34
subjunctions,0.14
relative clauses,0.96
participial clauses pres,0.0
participial clauses past,0.06
all participial clauses,0.06
negations,0.1
question words,0.06
question marks,0.0
subj/pred inversions,0.56
placeholder 'es',0.02
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,54.22
concessive,5.36
conditional,84.32
consecutive,0.02
final,7.36
interrogative,3.0
modal,29.16
other,131.58
temporal,101.22
A1 features,7
A1 features summed,0.8200000000000001
A2 features,8
A2 features summed,140.74
B1 features,7
B1 features summed,110.61999999999999
level features (all),45
level features (all) summed,46.48000000000002
