Feature,Value
words per sent,33.46
LIX,51.511404662283326
# words,1673
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.41905737704918034
adjectives,2.26
nouns,4.54
verbs,5.64
pronouns,7.86
particles,6.4
punctuation marks,6.7
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.26
aux verbs,1.46
full verbs,3.82
split verbs,0.28
nominative,1.58
accusative,1.8
dative,1.74
genitive,0.3
gen modifiers,0.26
prep with gen,0.0
all genitives,0.28
accusative obj,1.56
dative obj,0.58
genitive obj,0.02
prepositional obj,0.2
acc+dat obj,2.14
gen+prep obj,0.22
present forms,1.24
past forms,1.72
perfect forms,0.34
pqp forms,0.2
perfect+pqp forms,0.3
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.54
all futur forms,0.0
subj 1 forms,0.1
subj 2 forms,0.04
subj 2 aux forms,0.06
ind speech,0.0
irrealis mode,0.0
all subj forms,0.2
imperatives,0.02
passive voice,0.02
passive with agens,0.0
comparative,0.04
superlative,0.12
comp+superlative,0.16
conjunctions,0.64
subjunctions,0.38
relative clauses,0.72
participial clauses pres,0.02
participial clauses past,0.02
all participial clauses,0.04
negations,0.26
question words,0.2
question marks,0.02
subj/pred inversions,1.16
placeholder 'es',0.1
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,17.52
concessive,2.1
conditional,24.58
consecutive,0.02
final,1.32
interrogative,1.16
modal,13.26
other,35.82
temporal,28.82
A1 features,8
A1 features summed,2.02
A2 features,9
A2 features summed,44.980000000000004
B1 features,7
B1 features summed,32.86
level features (all),48
level features (all) summed,58.560000000000024
