Feature,Value
words per sent,33.22
LIX,49.776291390728474
# words,1661
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5152198421645998
adjectives,2.42
nouns,5.04
verbs,5.06
pronouns,8.18
particles,8.32
punctuation marks,4.14
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.16
aux verbs,1.1
full verbs,3.74
split verbs,0.52
nominative,1.3
accusative,2.1
dative,2.02
genitive,0.3
gen modifiers,0.26
prep with gen,0.0
all genitives,0.3
accusative obj,1.52
dative obj,0.54
genitive obj,0.04
prepositional obj,0.48
acc+dat obj,2.06
gen+prep obj,0.52
present forms,0.28
past forms,2.44
perfect forms,0.02
pqp forms,0.22
perfect+pqp forms,0.6
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.24
all futur forms,0.0
subj 1 forms,0.1
subj 2 forms,0.06
subj 2 aux forms,0.06
ind speech,0.02
irrealis mode,0.0
all subj forms,0.22
imperatives,0.0
passive voice,0.02
passive with agens,0.0
comparative,0.1
superlative,0.06
comp+superlative,0.16
conjunctions,0.84
subjunctions,0.42
relative clauses,0.28
participial clauses pres,0.0
participial clauses past,0.04
all participial clauses,0.04
negations,0.18
question words,0.08
question marks,0.0
subj/pred inversions,0.94
placeholder 'es',0.06
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,19.68
concessive,2.14
conditional,28.74
consecutive,0.02
final,1.68
interrogative,1.3
modal,13.78
other,40.74
temporal,31.28
A1 features,6
A1 features summed,1.8
A2 features,9
A2 features summed,52.32
B1 features,7
B1 features summed,35.080000000000005
level features (all),46
level features (all) summed,57.600000000000016
