Feature,Value
words per sent,31.08
LIX,49.22671814671814
# words,1554
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5046248715313464
adjectives,2.36
nouns,5.14
verbs,4.22
pronouns,6.52
particles,6.62
punctuation marks,6.14
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.22
aux verbs,0.5
full verbs,3.34
split verbs,0.36
nominative,1.32
accusative,1.7
dative,1.66
genitive,0.34
gen modifiers,0.3
prep with gen,0.0
all genitives,0.32
accusative obj,1.24
dative obj,0.34
genitive obj,0.02
prepositional obj,0.24
acc+dat obj,1.58
gen+prep obj,0.26
present forms,0.9
past forms,1.86
perfect forms,0.0
pqp forms,0.04
perfect+pqp forms,0.18
past aux forms,0.0
futur 1 forms,0.0
futur 2 forms,0.04
all futur forms,0.0
subj 1 forms,0.18
subj 2 forms,0.1
subj 2 aux forms,0.02
ind speech,0.02
irrealis mode,0.02
all subj forms,0.3
imperatives,0.06
passive voice,0.0
passive with agens,0.0
comparative,0.16
superlative,0.02
comp+superlative,0.18
conjunctions,0.52
subjunctions,0.16
relative clauses,0.32
participial clauses pres,0.0
participial clauses past,0.02
all participial clauses,0.02
negations,0.22
question words,0.18
question marks,0.04
subj/pred inversions,0.9
placeholder 'es',0.0
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,162.84
concessive,18.94
conditional,286.32
consecutive,8.02
final,20.96
interrogative,9.46
modal,67.02
other,332.3
temporal,269.86
A1 features,7
A1 features summed,1.6
A2 features,9
A2 features summed,460.09999999999997
B1 features,6
B1 features summed,306.62
level features (all),46
level features (all) summed,51.20000000000002
