Feature,Value
words per sent,28.64
LIX,50.497541899441345
# words,1432
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5869017632241813
adjectives,1.76
nouns,5.24
verbs,3.74
pronouns,6.96
particles,6.46
punctuation marks,4.3
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.26
aux verbs,0.98
full verbs,2.4
split verbs,0.04
nominative,1.34
accusative,1.78
dative,1.42
genitive,0.54
gen modifiers,0.44
prep with gen,0.02
all genitives,0.46
accusative obj,1.32
dative obj,0.44
genitive obj,0.0
prepositional obj,0.14
acc+dat obj,1.76
gen+prep obj,0.14
present forms,1.58
past forms,0.5
perfect forms,0.1
pqp forms,0.0
perfect+pqp forms,0.0
past aux forms,0.06
futur 1 forms,0.0
futur 2 forms,0.1
all futur forms,0.06
subj 1 forms,0.16
subj 2 forms,0.06
subj 2 aux forms,0.06
ind speech,0.0
irrealis mode,0.0
all subj forms,0.28
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.06
superlative,0.02
comp+superlative,0.08
conjunctions,0.36
subjunctions,0.24
relative clauses,0.24
participial clauses pres,0.0
participial clauses past,0.02
all participial clauses,0.02
negations,0.32
question words,0.12
question marks,0.02
subj/pred inversions,0.8
placeholder 'es',0.04
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,147.72
concessive,18.2
conditional,270.56
consecutive,7.76
final,19.2
interrogative,8.74
modal,65.36
other,319.52
temporal,261.86
A1 features,8
A1 features summed,1.28
A2 features,9
A2 features summed,427.67999999999995
B1 features,5
B1 features summed,296.8
level features (all),45
level features (all) summed,47.24000000000002
