Feature,Value
words per sent,17.38
LIX,35.10151898734177
# words,869
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5422396856581533
adjectives,0.96
nouns,3.24
verbs,2.56
pronouns,3.56
particles,4.1
punctuation marks,2.94
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.04
aux verbs,0.66
full verbs,1.8
split verbs,0.24
nominative,0.74
accusative,1.12
dative,1.04
genitive,0.06
gen modifiers,0.06
prep with gen,0.0
all genitives,0.06
accusative obj,0.92
dative obj,0.18
genitive obj,0.0
prepositional obj,0.26
acc+dat obj,1.1
gen+prep obj,0.26
present forms,0.26
past forms,0.72
perfect forms,0.02
pqp forms,0.16
perfect+pqp forms,0.34
past aux forms,0.02
futur 1 forms,0.0
futur 2 forms,0.18
all futur forms,0.02
subj 1 forms,0.02
subj 2 forms,0.0
subj 2 aux forms,0.02
ind speech,0.0
irrealis mode,0.0
all subj forms,0.04
imperatives,0.04
passive voice,0.02
passive with agens,0.0
comparative,0.1
superlative,0.0
comp+superlative,0.1
conjunctions,0.36
subjunctions,0.08
relative clauses,0.26
participial clauses pres,0.0
participial clauses past,0.0
all participial clauses,0.0
negations,0.16
question words,0.06
question marks,0.0
subj/pred inversions,0.4
placeholder 'es',0.06
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,187.76
concessive,23.7
conditional,340.18
consecutive,8.12
final,24.38
interrogative,11.08
modal,77.6
other,393.24
temporal,320.9
A1 features,8
A1 features summed,0.9400000000000001
A2 features,9
A2 features summed,537.4
B1 features,6
B1 features summed,364.0799999999999
level features (all),43
level features (all) summed,29.339999999999993
