Feature,Value
words per sent,27.42
LIX,47.91598832968636
# words,1371
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.5364916773367477
adjectives,1.94
nouns,4.8
verbs,4.08
pronouns,6.82
particles,5.76
punctuation marks,3.82
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.14
aux verbs,1.08
full verbs,2.82
split verbs,0.12
nominative,1.26
accusative,2.22
dative,1.66
genitive,0.36
gen modifiers,0.32
prep with gen,0.0
all genitives,0.32
accusative obj,1.46
dative obj,0.6
genitive obj,0.0
prepositional obj,0.32
acc+dat obj,2.06
gen+prep obj,0.32
present forms,0.84
past forms,0.78
perfect forms,0.4
pqp forms,0.14
perfect+pqp forms,0.22
past aux forms,0.04
futur 1 forms,0.02
futur 2 forms,0.54
all futur forms,0.06
subj 1 forms,0.1
subj 2 forms,0.0
subj 2 aux forms,0.04
ind speech,0.0
irrealis mode,0.02
all subj forms,0.14
imperatives,0.04
passive voice,0.0
passive with agens,0.0
comparative,0.04
superlative,0.12
comp+superlative,0.16
conjunctions,0.32
subjunctions,0.24
relative clauses,0.32
participial clauses pres,0.04
participial clauses past,0.06
all participial clauses,0.1
negations,0.28
question words,0.28
question marks,0.08
subj/pred inversions,0.7
placeholder 'es',0.04
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,64.5
concessive,6.72
conditional,120.84
consecutive,1.32
final,9.72
interrogative,3.78
modal,34.2
other,159.56
temporal,127.18
A1 features,9
A1 features summed,1.7000000000000002
A2 features,10
A2 features summed,188.77999999999997
B1 features,5
B1 features summed,139.32
level features (all),49
level features (all) summed,48.44000000000001
