Feature,Value
words per sent,28.62
LIX,42.73600279524808
# words,1431
# sents,50
discourse entities,0.02
avg entity frequency,0.0
vocabulary density,0.3817733990147783
adjectives,1.5
nouns,5.42
verbs,4.64
pronouns,6.76
particles,6.18
punctuation marks,3.98
poss pronouns,0.0
refl pronouns,0.0
modal verbs,0.38
aux verbs,1.1
full verbs,3.1
split verbs,0.16
nominative,1.66
accusative,1.84
dative,2.2
genitive,0.16
gen modifiers,0.14
prep with gen,0.02
all genitives,0.16
accusative obj,1.38
dative obj,0.5
genitive obj,0.0
prepositional obj,0.44
acc+dat obj,1.88
gen+prep obj,0.44
present forms,0.7
past forms,1.52
perfect forms,0.2
pqp forms,0.18
perfect+pqp forms,0.28
past aux forms,0.02
futur 1 forms,0.02
futur 2 forms,0.38
all futur forms,0.04
subj 1 forms,0.16
subj 2 forms,0.04
subj 2 aux forms,0.12
ind speech,0.0
irrealis mode,0.0
all subj forms,0.32
imperatives,0.0
passive voice,0.0
passive with agens,0.0
comparative,0.04
superlative,0.02
comp+superlative,0.06
conjunctions,0.72
subjunctions,0.2
relative clauses,0.68
participial clauses pres,0.0
participial clauses past,0.0
all participial clauses,0.0
negations,0.14
question words,0.2
question marks,0.02
subj/pred inversions,0.94
placeholder 'es',0.02
'brauchen' constr,0.0
'lassen' constr,0.0
'brauchen'+'lassen' constr,0.0
causal,65.26
concessive,7.06
conditional,122.6
consecutive,2.12
final,10.04
interrogative,3.9
modal,34.66
other,163.98
temporal,129.86
A1 features,8
A1 features summed,1.84
A2 features,10
A2 features summed,192.76000000000002
B1 features,5
B1 features summed,143.62
level features (all),46
level features (all) summed,51.060000000000024
